id,why_correct,why_others_wrong,cites
REG-MCQ-INDI-0110,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0111,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0112,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0113,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $100000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0114,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0115,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0116,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0117,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0118,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0119,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0120,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0121,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0122,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0123,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0124,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0125,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0126,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0127,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0128,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0129,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0130,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0131,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0132,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0133,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $100000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0134,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0135,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0136,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $80000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0137,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0138,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; $150000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0139,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $80000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0140,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0141,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0142,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0143,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0144,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0145,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0146,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0147,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0148,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0149,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $80000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0150,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0151,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0152,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0153,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $80000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0154,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $80000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0155,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0156,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0157,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0158,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0159,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; $100000,"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0160,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0161,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0162,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$150000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0163,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$100000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0164,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",$80000; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0165,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${wages + se_income}; ${agi_calc + ira + sli},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-INDI-0166,"IRC §62: AGI = Gross income - above-the-line deductions. SE tax deduction (SE inc × 0.9235 × 15.3% × 0.5), IRA, student loan interest are above-line.",${agi_calc + ira + sli}; ${wages + se_income},"IRC §62(a), IRC §164(f), IRC §221"
REG-MCQ-ENTI-0167,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0168,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $5000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0169,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0170,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0171,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0172,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $2000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0173,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $2000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0174,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0175,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0176,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0177,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0178,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $5000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0179,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0180,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0181,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$1000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0182,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0183,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0184,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0185,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0186,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0187,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $2000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0188,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$1000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0189,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0190,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0191,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0192,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0193,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0194,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $5000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0195,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0196,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0197,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $2000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0198,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0199,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$1000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0200,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0201,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0202,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0203,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0204,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $2000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0205,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0206,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0207,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $5000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0208,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$1000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0209,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0210,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0211,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0212,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0213,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0214,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0215,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0216,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0217,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0218,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0219,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$1000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0220,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $5000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0221,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0222,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0223,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0224,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0225,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0226,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0227,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0228,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$2000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0229,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp}; ${gi - exp - div},"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0230,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,${gi - exp - div}; $1000000,"IRC §63, IRC §243, IRC §170(b)(2)"
REG-MCQ-ENTI-0231,IRC §63: TI = GI - deductions. DRD and charitable (limited to 10% TI) calculated after initial TI determination.,$5000000; ${gi - exp},"IRC §63, IRC §243, IRC §170(b)(2)"
